HEADERRT50 FRAME        201011011108070017000000                                                                                                                          
130E1H000900031L001033           047808981498860     201105101312267125012                                                                                                
130E1H000900041L001034           047908981498860     201105101312267125012                                                                                                
130E1H000900051L001035           048008981498860     201105101312267125012                                                                                                
130E1H000910011L001036           048108981498860     201105101312267125012                                                                                                
130E1H000910021L001037           048208981498860     201105101312267125012                                                                                                
130E1H000910031L001038           048308981498860     201105101312267125012                                                                                                
130E1H000910041L001039           048408981498860     201105101312267125012                                                                                                
130E1H000910051L001040           048508981498860     201105101312267125012                                                                                                
130E1H000920011L001041           048608981498860     201105101312267125012                                                                                                
130E1H000920021L001042           048708981498860     201105101312267125012                                                                                                
130E1H000920031L001043           048808981498860     201105101312267125012                                                                                                
130E1H000920041L001044           048908981498860     201105101312267125012                                                                                                
130E1H000920051L001045           049008981498860     201105101312267125012                                                                                                
130E1H000930011L001046           049108981498860     201105101312267125012                                                                                                
130E1H000930021L001047           049208981498860     201105101312267125012                                                                                                
130E1H000930031L001048           049308981498860     201105101312267125012                                                                                                
130E1H000930041L001049           049408981498860     201105101312267125012                                                                                                
130E1H000930051L001050           049508981498860     201105101312267125012                                                                                                
130E1H000940011L001051           049608981498860     201105101312267125012                                                                                                
130E1H000940021L001052           049708981498860     201105101312267125012                                                                                                
130E1H000940031L001053           049808981498860     201105101312267125012                                                                                                
130E1H000940041L001054           049908981498860     201105101312267125012                                                                                                
130E1H000940051L001055           050008981498860     201105101312267125012                                                                                                
130E1H000950011L001056           050108981498860     201105101312267125012                                                                                                
130E1H000950021L001057           050208981498860     201105101312267125012                                                                                                
130E1H000950031L001058           050308981498860     201105101312267125012                                                                                                
130E1H000950041L001059           050408981498860     201105101312267125012                                                                                                
130E1H000950051L001060           050508981498860     201105101312267125012                                                                                                
130E1H000960011L001061           050608981498860     201105101312267125012                                                                                                
130E1H000960021L001062           050708981498860     201105101312267125012                                                                                                
130E1H000960031L001063           050808981498860     201105101312267125012                                                                                                
130E1H000960041L001064           050908981498860     201105101312267125012                                                                                                
130E1H000960051L001065           051008981498860     201105101312267125012                                                                                                
130E1H000970011L001066           051108981498860     201105101312267125012                                                                                                
130E1H000970021L001067           051208981498860     201105101312267125012                                                                                                
130E1H000970031L001068           051308981498860     201105101312267125012                                                                                                
130E1H000970041L001069           051408981498860     201105101312267125012                                                                                                
130E1H000970051L001070           051508981498860     201105101312267125012                                                                                                
130E1H000980011L001071           051608981498860     201105101312267125012                                                                                                
130E1H000980021L001072           051708981498860     201105101312267125012                                                                                                
130E1H000980031L001073           051808981498860     201105101312267125012                                                                                                
130E1H000980041L001074           051908981498860     201105101312267125012                                                                                                
130E1H000980051L001075           052008981498860     201105101312267125012                                                                                                
130E1H000990011L001076           052108981498860     201105101312267125012                                                                                                
130E1H000990021L001077           052208981498860     201105101312267125012                                                                                                
130E1H000990031L001078           052308981498860     201105101312267125012                                                                                                
130E1H000990041L001079           052408981498860     201105101312267125012                                                                                                
130E1H000990051L001080           052508981498860     201105101312267125012                                                                                                
130E1H001000011L001081           052608981498860     201105101312267125012                                                                                                
130E1H001000021L001082           052708981498860     201105101312267125012                                                                                                
130E1H001000031L001083           052808981498860     201105101312267125012                                                                                                
130E1H001000041L001084           052908981498860     201105101312267125012                                                                                                
130E1H001000051L001085           053008981498860     201105101312267125012                                                                                                
130E1H001010011L001086           053108981498860     201105101312267125012                                                                                                
130E1H001010021L001087           053208981498860     201105101312267125012                                                                                                
130E1H001010031L001088           053308981498860     201105101312267125012                                                                                                
130E1H001010041L001089           053408981498860     201105101312267125012                                                                                                
130E1H001010051L001090           053508981498860     201105101312267125012                                                                                                
130E1H001020011L001091           053608981498860     201105101312267125012                                                                                                
130E1H001020021L001092           053708981498860     201105101312267125012                                                                                                
130E1H001020031L001093           053808981498860     201105101312267125012                                                                                                
130E1H001020041L001094           053908981498860     201105101312267125012                                                                                                
130E1H001020051L001095           054008981498860     201105101312267125012                                                                                                
130E1H001030011L001096           054108981498860     201105101312267125012                                                                                                
130E1H001030021L001097           054208981498860     201105101312267125012                                                                                                
130E1H001030031L001098           054308981498860     201105101312267125012                                                                                                
130E1H001030041L001099           054408981498860     201105101312267125012                                                                                                
130E1H001030051L001100           054508981498860     201105101312267125012                                                                                                
130E1H001040011L001101           054608981498860     201105101312267125012                                                                                                
130E1H001040021L001102           054708981498860     201105101312267125012                                                                                                
130E1H001040031L001103           054808981498860     201105101312267125012                                                                                                
130E1H001040041L001104           054908981498860     201105101312267125012                                                                                                
130E1H001040051L001105           055008981498860     201105101312267125012                                                                                                
130E1H001050011L001106           055108981498860     201105101312267125012                                                                                                
130E1H001050021L001107           055208981498860     201105101312267125012                                                                                                
130E1H001050031L001108           055308981498860     201105101312267125012                                                                                                
130E1H001050041L001109           055408981498860     201105101312267125012                                                                                                
130E1H001050051L001110           055508981498860     201105101312267125012                                                                                                
130E1H001060011L001111           055608981498860     201105101312267125012                                                                                                
130E1H001060021L001112           055708981498860     201105101312267125012                                                                                                
130E1H001060031L001113           055808981498860     201105101312267125012                                                                                                
130E1H001060041L001114           055908981498860     201105101312267125012                                                                                                
130E1H001060051L001115           056008981498860     201105101312267125012                                                                                                
130E1H001070011L001116           056108981498860     201105101312267125012                                                                                                
130E1H001070021L001117           056208981498860     201105101312267125012                                                                                                
130E1H001070031L001118           056308981498860     201105101312267125012                                                                                                
130E1H001070041L001119           056408981498860     201105101312267125012                                                                                                
130E1H001070051L001120           056508981498860     201105101312267125012                                                                                                
130E1H001080011L001121           056608981498860     201105101312267125012                                                                                                
130E1H001080021L001122           056708981498860     201105101312267125012                                                                                                
130E1H001080031L001123           056808981498860     201105101312267125012                                                                                                
130E1H001080041L001124           056908981498860     201105101312267125012                                                                                                
130E1H001080051L001125           057008981498860     201105101312267125012                                                                                                
130E1H001090011L001126           057108981498860     201105101312267125012                                                                                                
130E1H001090021L001127           057208981498860     201105101312267125012                                                                                                
130E1H001090031L001128           057308981498860     201105101312267125012                                                                                                
130E1H001090041L001129           057408981498860     201105101312267125012                                                                                                
130E1H001090051L001130           057508981498860     201105101312267125012                                                                                                
130E1H001100011L001131           057608981498860     201105101312267125012                                                                                                
130E1H001100021L001132           057708981498860     201105101312267125012                                                                                                
130E1H001100031L001133           057808981498860     201105101312267125012                                                                                                
130E1H001100041L001134           057908981498860     201105101312267125012                                                                                                
130E1H001100051L001135           058008981498860     201105101312267125012                                                                                                
130E1H001110011L001136           058108981498860     201105101312267125012                                                                                                
130E1H001110021L001137           058208981498860     201105101312267125012                                                                                                
130E1H001110031L001138           058308981498860     201105101312267125012                                                                                                
130E1H001110041L001139           058408981498860     201105101312267125012                                                                                                
130E1H001110051L001140           058508981498860     201105101312267125012                                                                                                
130E1H001120011L001141           058608981498860     201105101312267125012                                                                                                
130E1H001120021L001142           058708981498860     201105101312267125012                                                                                                
130E1H001120031L001143           058808981498860     201105101312267125012                                                                                                
130E1H001120041L001144           058908981498860     201105101312267125012                                                                                                
130E1H001120051L001145           059008981498860     201105101312267125012                                                                                                
130E1H001130011L001146           059108981498860     201105101312267125012                                                                                                
130E1H001130021L001147           059208981498860     201105101312267125012                                                                                                
130E1H001130031L001148           059308981498860     201105101312267125012                                                                                                
130E1H001130041L001149           059408981498860     201105101312267125012                                                                                                
130E1H001130051L001150           059508981498860     201105101312267125012                                                                                                
130E1H001140011L001151           059608981498860     201105101312267125012                                                                                                
130E1H001140021L001152           059708981498860     201105101312267125012                                                                                                
130E1H001140031L001153           059808981498860     201105101312267125012                                                                                                
130E1H001140041L001154           059908981498860     201105101312267125012                                                                                                
130E1H001140051L001155           060008981498860     201105101312267125012                                                                                                
130E1Z000030011Y000106           004108981498860     201105101312267125012                                                                                                
130E1Z000030021Y000107           004208981498860     201105101312267125012                                                                                                
130E1Z000030031Y000108           004308981498860     201105101312267125012                                                                                                
130E1Z000030041Y000109           004408981498860     201105101312267125012                                                                                                
130E1Z000030051Y000110           004508981498860     201105101312267125012                                                                                                
130E2C000020011Y000111           004608981498810     201105101212244113012                                                                                                
130E2C000020021Y000112           004708981498810     201105101212244113012                                                                                                
130E2C000020031Y000113           004808981498810     201105101212244113012                                                                                                
130E2C000020041Y000114           004908981498810     201105101212244113012                                                                                                
130E2C000020051Y000115           005008981498810     201105101212244113012                                                                                                
130E2D000040011Y000116           005108981498810     201105101212244113012                                                                                                
130E2D000040021Y000117           005208981498810     201105101212244113012                                                                                                
130E2D000040031Y000118           005308981498810     201105101212244113012                                                                                                
130E2D000040041Y000119           005408981498810     201105101212244113012                                                                                                
130E2D000040051Y000120           005508981498810     201105101212244113012                                                                                                
130E2D000050011Y000121           005608981498810     201105101212244113012                                                                                                
130E2D000050021Y000122           005708981498810     201105101212244113012                                                                                                
130E2D000050031Y000123           005808981498810     201105101212244113012                                                                                                
130E2D000050041Y000124           005908981498810     201105101212244113012                                                                                                
130E2D000050051Y000125           006008981498810     201105101212244113012                                                                                                
130E2D000060011Y000126           006108981498810     201105101212244113012                                                                                                
130E2D000060021Y000127           006208981498810     201105101212244113012                                                                                                
130E2D000060031Y000128           006308981498810     201105101212244113012                                                                                                
130E2D000060041Y000129           006408981498810     201105101212244113012                                                                                                
130E2D000060051Y000130           006508981498810     201105101212244113012                                                                                                
130E2D000070011Y000131           006608981498810     201105101212244113012                                                                                                
130E2D000070021Y000132           006708981498810     201105101212244113012                                                                                                
130E2D000070031Y000133           006808981498810     201105101212244113012                                                                                                
130E2D000070041Y000134           006908981498810     201105101212244113012                                                                                                
130E2D000070051Y000135           007008981498810     201105101212244113012                                                                                                
130E2D000080011Y000136           007108981498810     201105101212244113012                                                                                                
130E2D000080021Y000137           007208981498810     201105101212244113012                                                                                                
130E2D000080031Y000138           007308981498810     201105101212244113012                                                                                                
130E2D000080041Y000139           007408981498810     201105101212244113012                                                                                                
130E2D000080051Y000140           007508981498810     201105101212244113012                                                                                                
130E2D000090011Y000141           007608981498810     201105101212244113012                                                                                                
130E2D000090021Y000142           007708981498810     201105101212244113012                                                                                                
130E2D000090031Y000143           007808981498810     201105101212244113012                                                                                                
130E2D000090041Y000144           007908981498810     201105101212244113012                                                                                                
130E2D000090051Y000145           008008981498810     201105101212244113012                                                                                                
130E2D000100011Y000146           008108981498810     201105101212244113012                                                                                                
130E2D000100021Y000147           008208981498810     201105101212244113012                                                                                                
130E2D000100031Y000148           008308981498810     201105101212244113012                                                                                                
130E2D000100041Y000149           008408981498810     201105101212244113012                                                                                                
130E2D000100051Y000150           008508981498810     201105101212244113012                                                                                                
130E2D000110011Y000151           008608981498810     201105101212244113012                                                                                                
130E2D000110021Y000152           008708981498810     201105101212244113012                                                                                                
130E2D000110031Y000153           008808981498810     201105101212244113012                                                                                                
130E2D000110041Y000154           008908981498810     201105101212244113012                                                                                                
130E2D000110051Y000155           009008981498810     201105101212244113012                                                                                                
130E2D000120011Y000156           009108981498810     201105101212244113012                                                                                                
130E2D000120021Y000157           009208981498810     201105101212244113012                                                                                                
130E2D000120031Y000158           009308981498810     201105101212244113012                                                                                                
130E2D000120041Y000159           009408981498810     201105101212244113012                                                                                                
130E2D000120051Y000160           009508981498810     201105101212244113012                                                                                                
130E2D000130011Y000161           009608981498810     201105101212244113012                                                                                                
130E2D000130021Y000162           009708981498810     201105101212244113012                                                                                                
130E2D000130031Y000163           009808981498810     201105101212244113012                                                                                                
130E2D000130041Y000164           009908981498810     201105101212244113012                                                                                                
130E2D000130051Y000165           010008981498810     201105101212244113012                                                                                                
130E2D000140011Y000166           010108981498810     201105101212244113012                                                                                                
130E2D000140021Y000167           010208981498810     201105101212244113012                                                                                                
130E2D000140031Y000168           010308981498810     201105101212244113012                                                                                                
130E2D000140041Y000169           010408981498810     201105101212244113012                                                                                                
130E2D000140051Y000170           010508981498810     201105101212244113012                                                                                                
130E2D000150011Y000171           010608981498810     201105101212244113012                                                                                                
130E2D000150021Y000172           010708981498810     201105101212244113012                                                                                                
130E2D000150031Y000173           010808981498810     201105101212244113012                                                                                                
130E2D000150041Y000174           010908981498810     201105101212244113012                                                                                                
130E2D000150051Y000175           011008981498810     201105101212244113012                                                                                                
130E2D000160011Y000176           011108981498810     201105101212244113012                                                                                                
130E2D000160021Y000177           011208981498810     201105101212244113012                                                                                                
130E2D000160031Y000178           011308981498810     201105101212244113012                                                                                                
130E2D000160041Y000179           011408981498810     201105101212244113012                                                                                                
130E2D000160051Y000180           011508981498810     201105101212244113012                                                                                                
130E2D000170011Y000181           011608981498810     201105101212244113012                                                                                                
130E2D000170021Y000182           011708981498810     201105101212244113012                                                                                                
130E2D000170031Y000183           011808981498810     201105101212244113012                                                                                                
130E2D000170041Y000184           011908981498810     201105101212244113012                                                                                                
130E2D000170051Y000185           012008981498810     201105101212244113012                                                                                                
130E2D000180011Y000186           012108981498810     201105101212244113012                                                                                                
130E2D000180021Y000187           012208981498810     201105101212244113012                                                                                                
130E2D000180031Y000188           012308981498810     201105101212244113012                                                                                                
130E2D000180041Y000189           012408981498810     201105101212244113012                                                                                                
130E2D000180051Y000190           012508981498810     201105101212244113012                                                                                                
130E2D000190011Y000191           012608981498810     201105101212244113012                                                                                                
130E2D000190021Y000192           012708981498810     201105101212244113012                                                                                                
130E2D000190031Y000193           012808981498810     201105101212244113012                                                                                                
130E2D000190041Y000194           012908981498810     201105101212244113012                                                                                                
130E2D000190051Y000195           013008981498810     201105101212244113012                                                                                                
130E2D000200011Y000196           013108981498810     201105101212244113012                                                                                                
130E2D000200021Y000197           013208981498810     201105101212244113012                                                                                                
130E2D000200031Y000198           013308981498810     201105101212244113012                                                                                                
130E2D000200041Y000199           013408981498810     201105101212244113012                                                                                                
130E2D000200051Y000200           013508981498810     201105101212244113012                                                                                                
130E2D000210011Y000201           013608981498810     201105101212244113012                                                                                                
130E2D000210021Y000202           013708981498810     201105101212244113012                                                                                                
130E2D000210031Y000203           013808981498810     201105101212244113012                                                                                                
130E2D000210041Y000204           013908981498810     201105101212244113012                                                                                                
130E2D000210051Y000205           014008981498810     201105101212244113012                                                                                                
130E2D000220011Y000206           014108981498810     201105101212244113012                                                                                                
130E2D000220021Y000207           014208981498810     201105101212244113012                                                                                                
130E2D000220031Y000208           014308981498810     201105101212244113012                                                                                                
130E2D000220041Y000209           014408981498810     201105101212244113012                                                                                                
130E2D000220051Y000210           014508981498810     201105101212244113012                                                                                                
130E2D000230011Y000211           014608981498810     201105101212244113012                                                                                                
130E2D000230021Y000212           014708981498810     201105101212244113012                                                                                                
130E2D000230031Y000213           014808981498810     201105101212244113012                                                                                                
130E2D000230041Y000214           014908981498810     201105101212244113012                                                                                                
130E2D000230051Y000215           015008981498810     201105101212244113012                                                                                                
130E2D000240011Y000216           015108981498810     201105101212244113012                                                                                                
130E2D000240021Y000217           015208981498810     201105101212244113012                                                                                                
130E2D000240031Y000218           015308981498810     201105101212244113012                                                                                                
130E2D000240041Y000219           015408981498810     201105101212244113012                                                                                                
130E2D000240051Y000220           015508981498810     201105101212244113012                                                                                                
130E2D000250011Y000221           015608981498810     201105101212244113012                                                                                                
130E2D000250021Y000222           015708981498810     201105101212244113012                                                                                                
130E2D000250031Y000223           015808981498810     201105101212244113012                                                                                                
130E2D000250041Y000224           015908981498810     201105101212244113012                                                                                                
130E2D000250051Y000225           016008981498810     201105101212244113012                                                                                                
130E2D000260011Y000226           016108981498810     201105101212244113012                                                                                                
130E2D000260021Y000227           016208981498810     201105101212244113012                                                                                                
130E2D000260031Y000228           016308981498810     201105101212244113012                                                                                                
130E2D000260041Y000229           016408981498810     201105101212244113012                                                                                                
130E2D000260051Y000230           016508981498810     201105101212244113012                                                                                                
130E2D000270011Y000231           016608981498810     201105101212244113012                                                                                                
130E2D000270021Y000232           016708981498810     201105101212244113012                                                                                                
130E2D000270031Y000233           016808981498810     201105101212244113012                                                                                                
130E2D000270041Y000234           016908981498810     201105101212244113012                                                                                                
130E2D000270051Y000235           017008981498810     201105101212244113012                                                                                                
130E2D000280011Y000236           017108981498810     201105101212244113012                                                                                                
130E2D000280021Y000237           017208981498810     201105101212244113012                                                                                                
130E2D000280031Y000238           017308981498810     201105101212244113012                                                                                                
130E2D000280041Y000239           017408981498810     201105101212244113012                                                                                                
130E2D000280051Y000240           017508981498810     201105101212244113012                                                                                                
130E2D000290011Y000241           017608981498810     201105101212244113012                                                                                                
130E2D000290021Y000242           017708981498810     201105101212244113012                                                                                                
130E2D000290031Y000243           017808981498810     201105101212244113012                                                                                                
130E2D000290041Y000244           017908981498810     201105101212244113012                                                                                                
130E2D000290051Y000245           018008981498810     201105101212244113012                                                                                                
130E2D000300011Y000246           018108981498810     201105101212244113012                                                                                                
